Product_ID,Warehouse,Order_Date,Shipment_Date,Lead_Time,Demand_Forecast,Inventory_Level,Stockout_Flag,Backorder_Flag,Supplier_ID,Order_Quantity,Shipment_Quantity,Product_Category,Product_Price,Customer_ID,Order_Priority,Actual_Lead_Time,Lead_Time_Variance,Demand_vs_Inventory,Fulfillment_Rate,Stockout_Risk
2016,A,2023-01-03,2023-01-04,3,896,225,1,1,316,11,57,Electronics,834.51,6983,High,1,-2,671,518.1818181818181,0
8869,B,2023-01-03,2023-01-04,5,782,145,0,0,274,26,18,Electronics,175.33,4141,Medium,1,-4,637,69.23076923076923,1
7439,C,2023-01-03,2023-01-04,8,653,471,0,1,496,31,26,Furniture,24.99,7762,Medium,1,-7,182,83.87096774193549,1
8892,B,2023-01-03,2023-01-04,7,671,268,0,0,378,20,5,Food,882.98,8235,Medium,1,-6,403,25.0,1
7863,D,2023-01-03,2023-01-04,6,474,12,0,0,271,84,8,Food,538.77,4212,High,1,-5,462,9.523809523809524,1
8916,D,2023-01-03,2023-01-04,1,688,24,0,0,108,97,19,Furniture,747.45,2258,Medium,1,0,664,19.587628865979383,1
9529,C,2023-01-03,2023-01-04,1,554,260,0,0,461,69,28,Electronics,632.63,1962,Low,1,0,294,40.57971014492754,1
1878,D,2023-01-03,2023-01-04,1,301,127,0,1,158,41,68,Furniture,667.25,6474,Low,1,0,174,165.85365853658536,1
5887,D,2023-01-03,2023-01-04,8,831,38,0,0,216,67,84,Clothing,591.47,5587,High,1,-7,793,125.37313432835822,1
5859,A,2023-01-03,2023-01-04,8,551,156,0,0,200,44,50,Electronics,727.95,6143,Medium,1,-7,395,113.63636363636364,1
7331,A,2023-01-04,2023-01-05,7,286,363,0,1,344,60,86,Food,122.36,8831,Low,1,-6,-77,143.33333333333334,0
9571,D,2023-01-04,2023-01-05,6,707,184,0,0,385,98,76,Furniture,258.42,8480,Low,1,-5,523,77.55102040816327,1
9684,D,2023-01-04,2023-01-05,4,953,173,0,0,439,95,65,Furniture,484.34,7509,Medium,1,-3,780,68.42105263157895,1
8208,A,2023-01-04,2023-01-05,1,823,416,0,0,399,7,8,Electronics,719.3,4301,High,1,0,407,114.28571428571428,1
6276,D,2023-01-04,2023-01-05,9,467,471,0,0,276,94,60,Furniture,315.41,3884,High,1,-8,-4,63.829787234042556,0
3062,D,2023-01-04,2023-01-05,1,439,393,0,0,115,54,58,Furniture,809.15,8486,High,1,0,46,107.40740740740742,1
1064,B,2023-01-04,2023-01-05,4,361,185,0,1,220,63,27,Food,74.69,9691,High,1,-3,176,42.857142857142854,1
9006,D,2023-01-04,2023-01-05,3,940,280,1,0,313,82,85,Furniture,792.99,7017,Medium,1,-2,660,103.65853658536585,0
3568,C,2023-01-04,2023-01-05,7,688,488,0,0,329,80,33,Electronics,702.07,6319,High,1,-6,200,41.25,1
6463,B,2023-01-04,2023-01-05,5,642,73,0,0,429,13,97,Electronics,74.61,1247,Medium,1,-4,569,746.1538461538462,1
3027,C,2023-01-04,2023-01-05,5,650,294,1,1,183,33,46,Furniture,41.32,4309,Medium,1,-4,356,139.3939393939394,0
3695,D,2023-01-04,2023-01-05,4,405,15,0,0,280,7,37,Furniture,841.51,9176,Medium,1,-3,390,528.5714285714286,1
6258,A,2023-01-04,2023-01-05,1,945,187,0,1,332,30,69,Food,153.35,8045,High,1,0,758,229.99999999999997,1
6618,B,2023-01-04,2023-01-05,5,825,411,0,0,485,11,15,Furniture,260.77,4824,High,1,-4,414,136.36363636363635,1
7736,A,2023-01-04,2023-01-05,4,737,459,0,0,422,70,94,Electronics,897.33,8655,Medium,1,-3,278,134.28571428571428,1
1391,B,2023-01-04,2023-01-05,8,264,171,0,0,141,21,67,Furniture,349.45,6762,Medium,1,-7,93,319.0476190476191,1
6892,A,2023-01-04,2023-01-05,2,857,185,0,0,491,32,28,Furniture,535.13,3606,Medium,1,-1,672,87.5,1
4561,B,2023-01-04,2023-01-05,8,720,31,0,0,172,5,63,Furniture,40.71,4546,Medium,1,-7,689,1260.0,1
7184,B,2023-01-04,2023-01-05,1,187,62,0,0,354,93,94,Clothing,573.32,9015,Medium,1,0,125,101.0752688172043,1
4099,C,2023-01-04,2023-01-05,4,299,498,0,0,447,35,3,Clothing,716.39,8951,Low,1,-3,-199,8.571428571428571,0
7278,A,2023-01-04,2023-01-05,3,370,348,0,0,470,47,52,Furniture,569.46,4568,Medium,1,-2,22,110.63829787234043,1
9392,C,2023-01-04,2023-01-05,5,150,300,0,0,452,12,44,Furniture,810.59,3954,Medium,1,-4,-150,366.66666666666663,0
4104,C,2023-01-04,2023-01-05,5,588,308,0,0,287,37,60,Clothing,778.79,6143,Low,1,-4,280,162.16216216216216,1
8215,A,2023-01-04,2023-01-05,5,297,188,0,0,389,44,58,Food,484.32,6278,Low,1,-4,109,131.8181818181818,1
3454,B,2023-01-05,2023-01-06,4,122,305,1,1,487,22,95,Furniture,648.66,6463,Medium,1,-3,-183,431.8181818181818,0
9996,C,2023-01-05,2023-01-06,8,764,410,0,1,339,11,14,Furniture,283.87,2399,Medium,1,-7,354,127.27272727272727,1
3731,A,2023-01-05,2023-01-06,3,322,25,1,1,472,87,6,Food,365.04,9191,High,1,-2,297,6.896551724137931,0
9154,B,2023-01-05,2023-01-06,4,320,386,1,0,417,55,19,Electronics,625.67,6475,Low,1,-3,-66,34.54545454545455,0
6056,C,2023-01-05,2023-01-06,1,762,345,0,0,195,10,62,Clothing,663.81,5255,Medium,1,0,417,620.0,1
9110,C,2023-01-05,2023-01-06,7,365,38,0,1,175,42,5,Clothing,94.5,4150,Low,1,-6,327,11.904761904761903,1
4840,C,2023-01-05,2023-01-06,1,172,192,0,0,101,88,49,Food,821.05,6589,Medium,1,0,-20,55.68181818181818,0
2028,B,2023-01-05,2023-01-06,2,980,162,1,1,482,80,51,Clothing,640.8,4553,High,1,-1,818,63.74999999999999,0
8385,C,2023-01-05,2023-01-06,7,176,52,0,0,277,76,26,Electronics,334.08,8912,Low,1,-6,124,34.21052631578947,1
1502,B,2023-01-05,2023-01-06,1,643,474,0,1,211,55,56,Electronics,234.1,3665,High,1,0,169,101.81818181818181,1
7910,D,2023-01-05,2023-01-06,3,980,173,0,0,472,50,18,Clothing,607.05,4061,Medium,1,-2,807,36.0,1
7938,C,2023-01-05,2023-01-06,6,534,195,0,0,303,32,45,Electronics,698.93,3865,Low,1,-5,339,140.625,1
5488,D,2023-01-05,2023-01-06,6,164,210,0,0,337,88,95,Electronics,929.12,2950,High,1,-5,-46,107.95454545454545,0
1206,A,2023-01-05,2023-01-06,6,456,277,0,1,125,68,82,Electronics,193.14,1152,Medium,1,-5,179,120.58823529411764,1
6134,C,2023-01-05,2023-01-06,2,117,187,0,0,440,97,9,Furniture,507.89,3294,High,1,-1,-70,9.278350515463918,0
6977,A,2023-01-05,2023-01-06,2,775,389,0,1,207,18,90,Food,955.63,4884,High,1,-1,386,500.0,1
8721,A,2023-01-05,2023-01-06,6,898,307,0,0,264,81,2,Clothing,910.44,1281,Medium,1,-5,591,2.4691358024691357,1
8035,A,2023-01-05,2023-01-06,5,665,456,1,1,154,85,96,Furniture,483.12,3243,Medium,1,-4,209,112.94117647058823,0
2484,D,2023-01-05,2023-01-06,7,674,330,0,0,455,65,42,Clothing,556.52,5124,Low,1,-6,344,64.61538461538461,1
8858,B,2023-01-05,2023-01-06,7,868,213,0,0,373,25,70,Food,917.34,3126,High,1,-6,655,280.0,1
1863,D,2023-01-05,2023-01-06,5,850,494,0,0,379,31,84,Electronics,41.8,2916,Low,1,-4,356,270.96774193548384,1
3790,D,2023-01-05,2023-01-06,8,535,328,0,0,129,84,72,Clothing,976.44,6472,Medium,1,-7,207,85.71428571428571,1
8408,A,2023-01-05,2023-01-06,6,540,28,0,0,116,90,68,Clothing,977.22,2615,Medium,1,-5,512,75.55555555555556,1
9755,C,2023-01-05,2023-01-06,5,108,170,1,0,397,19,89,Furniture,944.92,7076,High,1,-4,-62,468.42105263157896,0
6116,B,2023-01-06,2023-01-07,4,569,121,0,0,180,94,31,Furniture,965.85,9228,Medium,1,-3,448,32.97872340425532,1
7019,A,2023-01-06,2023-01-07,7,731,457,1,1,463,89,19,Electronics,311.03,5169,High,1,-6,274,21.34831460674157,0
2757,B,2023-01-06,2023-01-07,4,447,417,0,0,495,18,71,Food,46.7,2144,Low,1,-3,30,394.44444444444446,1
8574,D,2023-01-06,2023-01-07,5,701,158,1,0,126,68,47,Electronics,291.5,2566,High,1,-4,543,69.11764705882352,0
7374,B,2023-01-06,2023-01-07,5,471,85,0,0,282,91,37,Furniture,352.21,9481,Medium,1,-4,386,40.65934065934066,1
7892,B,2023-01-06,2023-01-07,1,923,301,0,0,103,33,94,Clothing,358.94,5660,Low,1,0,622,284.8484848484849,1
2678,C,2023-01-06,2023-01-07,1,274,3,1,1,262,70,91,Clothing,683.65,6458,Low,1,0,271,130.0,0
4242,A,2023-01-06,2023-01-07,3,614,1,0,0,431,7,81,Food,864.98,5628,High,1,-2,613,1157.142857142857,1
5636,B,2023-01-06,2023-01-07,3,229,132,1,0,171,1,96,Electronics,229.77,4679,Low,1,-2,97,9600.0,0
2059,B,2023-01-06,2023-01-07,2,665,301,1,1,175,99,19,Electronics,452.81,6951,High,1,-1,364,19.19191919191919,0
7668,D,2023-01-06,2023-01-07,2,392,78,1,0,339,87,89,Electronics,384.73,4300,Low,1,-1,314,102.29885057471265,0
4157,D,2023-01-06,2023-01-07,6,795,146,0,0,389,80,93,Clothing,766.96,9976,Medium,1,-5,649,116.25000000000001,1
6915,B,2023-01-06,2023-01-07,1,452,165,0,0,391,59,25,Food,324.72,5909,Medium,1,0,287,42.3728813559322,1
3693,A,2023-01-06,2023-01-07,6,323,314,0,1,359,34,53,Clothing,65.65,3275,Medium,1,-5,9,155.88235294117646,1
4627,B,2023-01-06,2023-01-07,5,623,462,0,0,110,98,96,Food,340.47,8217,Low,1,-4,161,97.95918367346938,1
6450,B,2023-01-06,2023-01-07,6,806,237,0,0,158,95,75,Food,360.43,9490,Medium,1,-5,569,78.94736842105263,1
2663,C,2023-01-06,2023-01-07,5,858,327,0,0,358,95,4,Electronics,824.16,1528,Medium,1,-4,531,4.2105263157894735,1
6592,A,2023-01-06,2023-01-07,7,608,275,0,1,301,52,46,Clothing,552.42,3781,Medium,1,-6,333,88.46153846153845,1
8392,C,2023-01-06,2023-01-07,1,467,203,0,0,367,11,31,Clothing,528.28,6041,Low,1,0,264,281.8181818181818,1
2306,A,2023-01-06,2023-01-07,3,765,451,0,0,212,8,36,Food,602.84,2946,Low,1,-2,314,450.0,1
7776,A,2023-01-06,2023-01-07,6,689,52,0,0,172,88,4,Clothing,565.84,4623,Medium,1,-5,637,4.545454545454546,1
6864,A,2023-01-06,2023-01-07,1,751,485,0,0,335,87,2,Food,684.83,5751,Medium,1,0,266,2.2988505747126435,1
8526,C,2023-01-06,2023-01-07,7,599,106,1,1,105,96,39,Clothing,904.86,1076,Medium,1,-6,493,40.625,0
9901,C,2023-01-06,2023-01-07,4,189,54,0,0,188,53,97,Clothing,877.59,5558,Low,1,-3,135,183.0188679245283,1
6575,C,2023-01-07,2023-01-08,3,755,245,0,1,213,15,44,Food,500.37,2561,Medium,1,-2,510,293.3333333333333,1
6530,D,2023-01-07,2023-01-08,9,171,422,1,0,464,28,91,Clothing,848.32,3524,High,1,-8,-251,325.0,0
5413,C,2023-01-07,2023-01-08,1,532,376,0,0,434,84,90,Electronics,864.4,2728,Medium,1,0,156,107.14285714285714,1
4748,D,2023-01-07,2023-01-08,8,788,163,0,1,420,14,19,Electronics,791.65,5000,High,1,-7,625,135.71428571428572,1
1663,D,2023-01-07,2023-01-08,1,447,441,2,0,410,90,41,Furniture,51.63,7459,Low,1,0,6,45.55555555555556,0
2998,D,2023-01-07,2023-01-08,5,362,14,0,0,267,58,97,Food,665.43,1123,Low,1,-4,348,167.24137931034483,1
8994,B,2023-01-07,2023-01-08,8,370,0,0,0,437,57,38,Electronics,320.08,6554,High,1,-7,370,66.66666666666666,1
2495,B,2023-01-07,2023-01-08,6,608,350,2,1,151,52,74,Furniture,874.55,5415,Low,1,-5,258,142.30769230769232,0
4304,B,2023-01-07,2023-01-08,7,607,136,0,0,475,37,65,Food,291.12,7127,High,1,-6,471,175.67567567567568,1
4763,D,2023-01-07,2023-01-08,8,716,150,0,0,399,2,35,Clothing,919.44,2404,High,1,-7,566,1750.0,1
6232,D,2023-01-07,2023-01-08,6,519,179,0,0,450,34,11,Food,618.97,8313,Medium,1,-5,340,32.35294117647059,1
2853,A,2023-01-07,2023-01-08,6,171,409,0,0,161,34,59,Clothing,648.6,3527,Medium,1,-5,-238,173.52941176470588,0
7585,D,2023-01-07,2023-01-08,6,173,231,0,1,183,58,78,Food,888.86,8646,Low,1,-5,-58,134.48275862068965,0
2291,B,2023-01-07,2023-01-08,5,754,491,1,0,335,98,70,Clothing,985.55,5796,Medium,1,-4,263,71.42857142857143,0
4581,D,2023-01-07,2023-01-08,8,602,486,0,0,452,73,43,Food,315.92,3175,Low,1,-7,116,58.9041095890411,1
8554,D,2023-01-07,2023-01-08,2,673,187,0,0,429,61,89,Food,97.97,8932,Low,1,-1,486,145.9016393442623,1
8280,A,2023-01-07,2023-01-08,7,245,17,1,0,256,54,87,Electronics,726.11,4281,Low,1,-6,228,161.11111111111111,0
2636,D,2023-01-07,2023-01-08,4,145,224,0,0,246,67,5,Clothing,79.48,3880,Low,1,-3,-79,7.462686567164178,0
4696,C,2023-01-07,2023-01-08,1,840,104,1,0,477,30,26,Food,538.53,7588,High,1,0,736,86.66666666666667,0
1698,A,2023-01-07,2023-01-08,5,204,486,1,1,222,83,82,Electronics,351.8,7123,High,1,-4,-282,98.79518072289156,0
5737,D,2023-01-07,2023-01-08,3,208,205,0,1,386,95,32,Electronics,396.09,8498,Medium,1,-2,3,33.68421052631579,1
1854,D,2023-01-07,2023-01-08,4,416,185,0,0,281,80,47,Electronics,243.13,1893,Low,1,-3,231,58.75,1
9164,A,2023-01-07,2023-01-08,7,220,64,0,0,198,59,56,Clothing,702.35,7335,High,1,-6,156,94.91525423728814,1
6855,D,2023-01-07,2023-01-08,5,598,332,1,2,289,58,85,Electronics,576.18,9477,High,1,-4,266,146.55172413793102,0
8392,B,2023-01-08,2023-01-09,4,142,371,0,0,497,24,90,Furniture,952.92,1744,High,1,-3,-229,375.0,0
7528,C,2023-01-08,2023-01-09,1,198,206,0,0,405,15,50,Furniture,361.98,2661,Low,1,0,-8,333.33333333333337,0
6249,C,2023-01-08,2023-01-09,6,805,228,0,0,350,22,99,Food,400.35,1603,High,1,-5,577,450.0,1
6172,B,2023-01-08,2023-01-09,6,410,68,0,0,414,32,74,Clothing,173.36,3006,Medium,1,-5,342,231.25,1
2707,D,2023-01-08,2023-01-09,7,313,141,1,2,297,75,58,Furniture,615.55,7730,Low,1,-6,172,77.33333333333333,0
6791,D,2023-01-08,2023-01-09,1,562,205,1,1,346,93,28,Electronics,104.0,8798,Medium,1,0,357,30.107526881720432,0
6535,C,2023-01-08,2023-01-09,4,840,173,0,0,364,42,95,Furniture,968.49,5165,High,1,-3,667,226.19047619047618,1
5931,D,2023-01-08,2023-01-09,9,522,196,0,1,156,59,79,Clothing,910.97,7165,Low,1,-8,326,133.89830508474577,1
4510,C,2023-01-08,2023-01-09,6,488,330,1,0,382,88,55,Furniture,702.69,3347,High,1,-5,158,62.5,0
1202,C,2023-01-08,2023-01-09,2,796,415,0,0,157,83,58,Furniture,324.12,7206,High,1,-1,381,69.87951807228916,1
5218,B,2023-01-08,2023-01-09,4,211,306,0,1,436,55,40,Furniture,362.59,7833,High,1,-3,-95,72.72727272727273,0
9958,C,2023-01-08,2023-01-09,6,958,196,0,0,423,5,58,Electronics,96.26,4065,Medium,1,-5,762,1160.0,1
5389,D,2023-01-08,2023-01-09,4,371,227,1,0,285,41,72,Electronics,254.56,4446,Low,1,-3,144,175.609756097561,0
3327,D,2023-01-08,2023-01-09,7,924,270,0,0,379,57,46,Furniture,359.49,8996,Low,1,-6,654,80.7017543859649,1
9004,A,2023-01-08,2023-01-09,3,201,436,0,0,435,53,74,Electronics,453.45,9641,Low,1,-2,-235,139.62264150943395,0
3931,D,2023-01-08,2023-01-09,6,309,198,0,0,161,38,45,Furniture,469.63,8787,Low,1,-5,111,118.42105263157893,1
8777,A,2023-01-08,2023-01-09,4,838,324,0,0,180,1,10,Furniture,886.26,4726,Medium,1,-3,514,1000.0,1
1197,C,2023-01-08,2023-01-09,3,892,477,1,0,345,60,82,Furniture,455.32,5086,Low,1,-2,415,136.66666666666666,0
8125,D,2023-01-08,2023-01-09,3,121,14,2,1,348,94,48,Food,957.85,7565,Medium,1,-2,107,51.06382978723404,0
2930,B,2023-01-08,2023-01-09,2,859,285,0,1,456,76,92,Food,92.97,3318,Low,1,-1,574,121.05263157894737,1
7287,B,2023-01-08,2023-01-09,3,258,333,0,0,472,46,62,Food,218.87,7105,Medium,1,-2,-75,134.7826086956522,0
9800,B,2023-01-08,2023-01-09,1,990,407,1,0,102,4,28,Clothing,394.11,5530,High,1,0,583,700.0,0
5282,C,2023-01-08,2023-01-09,3,840,215,0,0,335,15,20,Clothing,889.27,1032,High,1,-2,625,133.33333333333331,1
3511,C,2023-01-08,2023-01-09,9,442,34,0,0,150,81,88,Food,130.99,5708,Medium,1,-8,408,108.64197530864197,1
1659,A,2023-01-09,2023-01-10,4,499,68,1,0,204,12,70,Electronics,361.51,8331,Medium,1,-3,431,583.3333333333333,0
3811,B,2023-01-09,2023-01-10,3,553,395,1,0,198,1,41,Clothing,121.05,6477,Medium,1,-2,158,4100.0,0
8098,A,2023-01-09,2023-01-10,8,798,211,0,0,422,77,96,Food,776.26,1330,Medium,1,-7,587,124.67532467532467,1
7546,A,2023-01-09,2023-01-10,1,242,45,0,0,179,30,6,Food,289.64,5086,Low,1,0,197,20.0,1
2986,D,2023-01-09,2023-01-10,5,949,381,0,0,400,74,11,Food,440.04,5920,Low,1,-4,568,14.864864864864865,1
9338,D,2023-01-09,2023-01-10,1,969,452,0,0,489,6,30,Electronics,819.26,9511,High,1,0,517,500.0,1
3911,B,2023-01-09,2023-01-10,7,496,247,0,0,270,73,3,Furniture,176.16,9392,High,1,-6,249,4.10958904109589,1
2734,C,2023-01-09,2023-01-10,5,635,419,0,0,254,50,72,Clothing,947.69,3976,Low,1,-4,216,144.0,1
2843,D,2023-01-09,2023-01-10,2,240,84,0,0,129,2,33,Furniture,399.99,7892,Medium,1,-1,156,1650.0,1
9680,C,2023-01-09,2023-01-10,1,339,47,1,2,198,6,54,Electronics,337.1,1913,Medium,1,0,292,900.0,0
3976,A,2023-01-09,2023-01-10,7,391,230,0,0,245,75,47,Furniture,198.85,2117,Medium,1,-6,161,62.66666666666667,1
2959,A,2023-01-09,2023-01-10,1,916,66,0,1,334,90,83,Clothing,472.84,1316,Low,1,0,850,92.22222222222223,1
6759,A,2023-01-09,2023-01-10,3,181,476,0,0,498,92,10,Electronics,980.89,5431,Low,1,-2,-295,10.869565217391305,0
7694,A,2023-01-09,2023-01-10,6,659,437,0,1,451,77,19,Clothing,496.08,4914,High,1,-5,222,24.675324675324674,1
3385,B,2023-01-09,2023-01-10,6,964,88,0,0,198,38,9,Clothing,457.61,8429,High,1,-5,876,23.684210526315788,1
